DATE,ADMIN1,ADMIN2,MARKET,LATITUDE,LONGITUDE,COMMODITY,PRICETYPE,PRICE
4/15/2021,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,"Rice (regular, milled)",Retail,37.24
4/15/2021,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,39.14
4/15/2021,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,Rice (well milled),Retail,51.57
4/15/2021,Cordillera Administrative region,Abra,Abra,17.6,120.62,Rice (well milled),Retail,40.75
4/15/2021,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,"Rice (regular, milled)",Retail,32.28
4/15/2021,Cordillera Administrative region,Kalinga,Kalinga,17.47,121.47,"Rice (regular, milled)",Retail,37.88
4/15/2021,Cordillera Administrative region,Mountain Province,Mountain Province,17.09,120.98,"Rice (regular, milled)",Retail,43.3
4/15/2021,National Capital region,Metropolitan Manila,Metro Manila,14.6,120.98,"Rice (regular, milled)",Retail,38.12
4/15/2021,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,37.04
4/15/2021,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,37.75
4/15/2021,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,Rice (well milled),Retail,41.46
4/15/2021,Region I,La Union,La Union (Ilocos Region),16.62,120.31,"Rice (regular, milled)",Retail,35.04
4/15/2021,Region I,Pangasinan,Pangasinan,16.02,120.23,"Rice (regular, milled)",Retail,37.06
4/15/2021,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,35.83
4/15/2021,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,36.12
4/15/2021,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,35.97
4/15/2021,Region III,Aurora,Aurora,15.75,121.56,"Rice (regular, milled)",Retail,37.01
4/15/2021,Region III,Bulacan,Pampanga,15.02,121.09,"Rice (regular, milled)",Retail,37.25
4/15/2021,Region III,Tarlac,Tarlac,15.49,120.59,Rice (special),Retail,49.75
4/15/2021,Region III,Zambales,Zambales,15.34,119.97,"Rice (regular, milled)",Retail,37.35
4/15/2021,Region III,Zambales,Zambales,15.34,119.97,Rice (special),Retail,49.88
4/15/2021,Region IV-A,Batangas,Batangas,13.76,121.06,"Rice (regular, milled)",Retail,37.25
4/15/2021,Region IV-A,Cavite,Cavite,14.42,120.94,"Rice (regular, milled)",Retail,39.37
4/15/2021,Region IV-A,Cavite,Cavite,14.42,120.94,Rice (well milled),Retail,42.63
4/15/2021,Region IV-A,Quezon,Quezon,13.93,121.61,"Rice (regular, milled)",Retail,38.13
4/15/2021,Region IV-A,Rizal,Rizal,14.59,121.17,"Rice (regular, milled)",Retail,36.91
4/15/2021,Region IV-A,Rizal,Rizal,14.59,121.17,Rice (well milled),Retail,41.77
4/15/2021,Region IV-B,Marinduque,Marinduque,13.45,121.84,Rice (well milled),Retail,42.53
4/15/2021,Region IV-B,Oriental Mindoro,Oriental Mindoro,13.41,121.18,"Rice (regular, milled)",Retail,36.25
4/15/2021,Region IV-B,Palawan,Palawan,9.78,118.74,Rice (special),Retail,44.92
4/15/2021,Region IX,Zamboanga Sibugay,Zamboanga Sibugay,7.78,122.58,"Rice (regular, milled)",Retail,35.81
4/15/2021,Region IX,Zamboanga del Sur,Zamboanga del Sur,7.82,123.44,"Rice (regular, milled)",Retail,36.94
4/15/2021,Region V,Masbate,Camarines Sur,12.55,123.27,"Rice (regular, milled)",Retail,37.36
4/15/2021,Region V,Masbate,Masbate,12.36,123.63,"Rice (regular, milled)",Retail,40.75
4/15/2021,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,38.6
4/15/2021,Region VI,Aklan,Aklan,11.71,122.37,"Rice (regular, milled)",Retail,33.25
4/15/2021,Region VI,Antique,Antique,10.76,121.94,"Rice (regular, milled)",Retail,34.53
4/15/2021,Region VI,Antique,Antique,10.76,121.94,Rice (special),Retail,47.5
4/15/2021,Region VI,Capiz,Capiz,11.58,122.76,"Rice (regular, milled)",Retail,36.53
4/15/2021,Region VI,Guimaras,Guimaras,10.67,122.59,"Rice (regular, milled)",Retail,39.67
4/15/2021,Region VI,Iloilo,Iloilo,10.69,122.57,"Rice (regular, milled)",Retail,37.98
4/15/2021,Region VI,Negros Occidental,Negros Occidental,10.67,122.95,"Rice (regular, milled)",Retail,37.62
4/15/2021,Region VII,Bohol,Bohol,9.66,123.87,"Rice (regular, milled)",Retail,38.82
4/15/2021,Region VII,Negros Oriental,Negros Oriental,9.31,123.31,Rice (well milled),Retail,43.56
4/15/2021,Region VIII,Eastern Samar,Eastern Samar,11.61,125.43,"Rice (regular, milled)",Retail,38.17
4/15/2021,Region VIII,Leyte,Leyte,11.25,125,"Rice (regular, milled)",Retail,38.5
4/15/2021,Region VIII,Northern Samar,Northern Samar,12.5,124.64,"Rice (regular, milled)",Retail,33.07
4/15/2021,Region VIII,Northern Samar,Northern Samar,12.5,124.64,Rice (well milled),Retail,39.41
4/15/2021,Region VIII,Samar,Samar,11.77,124.88,"Rice (regular, milled)",Retail,37.78
4/15/2021,Region X,Bukidnon,Bukidnon,8.15,125.13,"Rice (regular, milled)",Retail,39.75
4/15/2021,Region X,Camiguin,Camiguin,9.25,124.72,"Rice (regular, milled)",Retail,38.94
4/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.48,123.81,"Rice (regular, milled)",Retail,39.88
4/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.48,124.65,"Rice (regular, milled)",Retail,40.63
4/15/2021,Region XI,Compostela Valley,Davao de Oro,7.6,125.97,"Rice (regular, milled)",Retail,36.03
4/15/2021,Region XI,Davao Oriental,Davao Oriental,6.96,126.21,"Rice (regular, milled)",Retail,35
4/15/2021,Region XI,Davao Oriental,Davao Oriental,6.96,126.21,Rice (well milled),Retail,40.89
4/15/2021,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,"Rice (regular, milled)",Retail,37.06
4/15/2021,Region XII,North Cotabato,Cotabato,7.01,125.09,"Rice (regular, milled)",Retail,35.47
4/15/2021,Region XII,Sarangani,Sarangani,6.1,125.29,"Rice (regular, milled)",Retail,35.07
4/15/2021,Region XII,South Cotabato,South Cotabato,6.5,124.84,"Rice (regular, milled)",Retail,36.03
4/15/2021,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,"Rice (regular, milled)",Retail,34.69
4/15/2021,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,"Rice (regular, milled)",Retail,36
4/15/2021,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,"Rice (regular, milled)",Retail,36.67
4/15/2021,Region XIII,Dinagat Islands,Dinagat Islands,10.01,125.57,"Rice (regular, milled)",Retail,40.76
4/15/2021,Region XIII,Surigao del Sur,Surigao del Sur,9.06,126.2,"Rice (regular, milled)",Retail,37.3
5/15/2021,Autonomous region in Muslim Mindanao,Basilan,Basilan,6.66,122.14,"Rice (regular, milled)",Retail,37.2
5/15/2021,Autonomous region in Muslim Mindanao,Lanao del Sur,Lanao del Sur,8,124.28,"Rice (regular, milled)",Retail,43.25
5/15/2021,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,"Rice (regular, milled)",Retail,37.24
5/15/2021,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,38.86
5/15/2021,Cordillera Administrative region,Abra,Abra,17.6,120.62,Rice (well milled),Retail,40.75
5/15/2021,Cordillera Administrative region,Apayao,Apayao,18.01,121.19,"Rice (regular, milled)",Retail,35.13
5/15/2021,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,"Rice (regular, milled)",Retail,33.68
5/15/2021,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,Rice (well milled),Retail,38.73
5/15/2021,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,"Rice (regular, milled)",Retail,39.17
5/15/2021,Cordillera Administrative region,Kalinga,Kalinga,17.47,121.47,"Rice (regular, milled)",Retail,38.5
5/15/2021,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,37.04
5/15/2021,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,Rice (special),Retail,54.5
5/15/2021,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,38
5/15/2021,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,Rice (special),Retail,47.43
5/15/2021,Region I,Pangasinan,Pangasinan,16.02,120.23,"Rice (regular, milled)",Retail,35.25
5/15/2021,Region I,Pangasinan,Pangasinan,16.02,120.23,Rice (special),Retail,49.44
5/15/2021,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,36.37
5/15/2021,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,35.85
5/15/2021,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,35.09
5/15/2021,Region III,Aurora,Aurora,15.75,121.56,"Rice (regular, milled)",Retail,36.72
5/15/2021,Region III,Bataan,Bataan,14.67,120.53,"Rice (regular, milled)",Retail,34.31
5/15/2021,Region III,Bulacan,Pampanga,15.02,121.09,"Rice (regular, milled)",Retail,37.13
5/15/2021,Region III,Nueva Ecija,Nueva Ecija,15.55,121.09,"Rice (regular, milled)",Retail,34.69
5/15/2021,Region III,Nueva Ecija,Nueva Ecija,15.55,121.09,Rice (special),Retail,49.13
5/15/2021,Region III,Zambales,Zambales,15.34,119.97,"Rice (regular, milled)",Retail,37.33
5/15/2021,Region IV-A,Batangas,Batangas,13.76,121.06,"Rice (regular, milled)",Retail,37.25
5/15/2021,Region IV-A,Cavite,Cavite,14.42,120.94,"Rice (regular, milled)",Retail,39.19
5/15/2021,Region IV-A,Laguna,Laguna,14.29,121.41,"Rice (regular, milled)",Retail,35.99
5/15/2021,Region IV-A,Quezon,Quezon,13.93,121.61,"Rice (regular, milled)",Retail,38.13
5/15/2021,Region IV-A,Quezon,Quezon,13.93,121.61,Rice (special),Retail,50
5/15/2021,Region IV-A,Rizal,Rizal,14.59,121.17,"Rice (regular, milled)",Retail,36.91
5/15/2021,Region IV-B,Marinduque,Marinduque,13.45,121.84,Rice (well milled),Retail,42.41
5/15/2021,Region IV-B,Oriental Mindoro,Oriental Mindoro,13.41,121.18,Rice (special),Retail,50
5/15/2021,Region IX,Zamboanga Sibugay,Zamboanga Sibugay,7.78,122.58,"Rice (regular, milled)",Retail,36.27
5/15/2021,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,"Rice (regular, milled)",Retail,38.52
5/15/2021,Region IX,Zamboanga del Sur,Zamboanga del Sur,7.82,123.44,"Rice (regular, milled)",Retail,36.38
5/15/2021,Region V,Camarines Norte,Camarines Norte,14.12,122.96,"Rice (regular, milled)",Retail,37.59
5/15/2021,Region V,Catanduanes,Catanduanes,13.58,124.23,"Rice (regular, milled)",Retail,38.31
5/15/2021,Region V,Masbate,Camarines Sur,12.55,123.27,"Rice (regular, milled)",Retail,37.36
5/15/2021,Region V,Masbate,Masbate,12.36,123.63,"Rice (regular, milled)",Retail,40.63
5/15/2021,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,38.63
5/15/2021,Region V,Sorsogon,Sorsogon,12.97,124.01,Rice (well milled),Retail,42.53
5/15/2021,Region VI,Aklan,Aklan,11.71,122.37,"Rice (regular, milled)",Retail,33.13
5/15/2021,Region VI,Aklan,Aklan,11.71,122.37,Rice (special),Retail,47.01
5/15/2021,Region VI,Antique,Antique,10.76,121.94,"Rice (regular, milled)",Retail,35.25
5/15/2021,Region VI,Capiz,Capiz,11.58,122.76,"Rice (regular, milled)",Retail,36.58
5/15/2021,Region VI,Guimaras,Guimaras,10.67,122.59,"Rice (regular, milled)",Retail,38
5/15/2021,Region VI,Iloilo,Iloilo,10.69,122.57,"Rice (regular, milled)",Retail,37.81
5/15/2021,Region VI,Negros Occidental,Negros Occidental,10.67,122.95,"Rice (regular, milled)",Retail,37.67
5/15/2021,Region VII,Bohol,Bohol,9.66,123.87,"Rice (regular, milled)",Retail,39.31
5/15/2021,Region VII,Siquijor,Siquijor,9.21,123.51,"Rice (regular, milled)",Retail,40.41
5/15/2021,Region VIII,Biliran,Biliran,11.56,124.39,"Rice (regular, milled)",Retail,41.83
5/15/2021,Region VIII,Eastern Samar,Eastern Samar,11.61,125.43,Rice (special),Retail,47.19
5/15/2021,Region VIII,Leyte,Leyte,11.25,125,"Rice (regular, milled)",Retail,39.38
5/15/2021,Region VIII,Northern Samar,Northern Samar,12.5,124.64,Rice (well milled),Retail,39.75
5/15/2021,Region VIII,Samar,Samar,11.77,124.88,"Rice (regular, milled)",Retail,39.06
5/15/2021,Region VIII,Samar,Samar,11.77,124.88,Rice (special),Retail,51.94
5/15/2021,Region X,Bukidnon,Bukidnon,8.15,125.13,"Rice (regular, milled)",Retail,39.5
5/15/2021,Region X,Camiguin,Camiguin,9.25,124.72,"Rice (regular, milled)",Retail,40.01
5/15/2021,Region X,Camiguin,Camiguin,9.25,124.72,Rice (special),Retail,44.33
5/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.04,123.8,"Rice (regular, milled)",Retail,35.88
5/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.48,123.81,Rice (special),Retail,48.08
5/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.48,124.65,Rice (special),Retail,50.25
5/15/2021,Region XI,Compostela Valley,Davao de Oro,7.6,125.97,"Rice (regular, milled)",Retail,36.66
5/15/2021,Region XI,Davao Oriental,Davao Oriental,6.96,126.21,"Rice (regular, milled)",Retail,36.98
5/15/2021,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,"Rice (regular, milled)",Retail,37.25
5/15/2021,Region XI,Davao del Sur,Davao del Sur,6.75,125.36,"Rice (regular, milled)",Retail,37.95
5/15/2021,Region XII,North Cotabato,Cotabato,7.01,125.09,"Rice (regular, milled)",Retail,35.67
5/15/2021,Region XII,Sarangani,Sarangani,6.1,125.29,"Rice (regular, milled)",Retail,35.91
5/15/2021,Region XII,South Cotabato,South Cotabato,6.5,124.84,Rice (well milled),Retail,39.59
5/15/2021,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,"Rice (regular, milled)",Retail,34.75
5/15/2021,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,"Rice (regular, milled)",Retail,36.47
5/15/2021,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,"Rice (regular, milled)",Retail,36.5
5/15/2021,Region XIII,Surigao del Norte,Surigao del Norte,9.79,125.5,"Rice (regular, milled)",Retail,36.41
5/15/2021,Region XIII,Surigao del Sur,Surigao del Sur,9.06,126.2,"Rice (regular, milled)",Retail,38.02
6/15/2021,Autonomous region in Muslim Mindanao,Lanao del Sur,Lanao del Sur,8,124.28,"Rice (regular, milled)",Retail,43.06
6/15/2021,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,"Rice (regular, milled)",Retail,37.5
6/15/2021,Autonomous region in Muslim Mindanao,Sulu,Sulu,6.05,121,Rice (special),Retail,63.88
6/15/2021,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,38.86
6/15/2021,Cordillera Administrative region,Abra,Abra,17.6,120.62,"Rice (regular, milled)",Retail,37.75
6/15/2021,Cordillera Administrative region,Apayao,Apayao,18.01,121.19,"Rice (regular, milled)",Retail,35.38
6/15/2021,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,"Rice (regular, milled)",Retail,32.28
6/15/2021,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,"Rice (regular, milled)",Retail,39.17
6/15/2021,Cordillera Administrative region,Kalinga,Kalinga,17.47,121.47,"Rice (regular, milled)",Retail,38.75
6/15/2021,Cordillera Administrative region,Mountain Province,Mountain Province,17.09,120.98,"Rice (regular, milled)",Retail,44.5
6/15/2021,Cordillera Administrative region,Mountain Province,Mountain Province,17.09,120.98,Rice (well milled),Retail,51.5
6/15/2021,National Capital region,Metropolitan Manila,Metro Manila,14.6,120.98,"Rice (regular, milled)",Retail,38.25
6/15/2021,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,37.02
6/15/2021,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,38.06
6/15/2021,Region I,La Union,La Union (Ilocos Region),16.62,120.31,"Rice (regular, milled)",Retail,35.13
6/15/2021,Region I,Pangasinan,Pangasinan,16.02,120.23,"Rice (regular, milled)",Retail,33.69
6/15/2021,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,36.16
6/15/2021,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,35.98
6/15/2021,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,34.96
6/15/2021,Region III,Aurora,Aurora,15.75,121.56,"Rice (regular, milled)",Retail,36.57
6/15/2021,Region III,Bataan,Bataan,14.67,120.53,Rice (well milled),Retail,39.89
6/15/2021,Region IV-A,Batangas,Batangas,13.76,121.06,"Rice (regular, milled)",Retail,37.13
6/15/2021,Region IV-A,Cavite,Cavite,14.42,120.94,"Rice (regular, milled)",Retail,38.99
6/15/2021,Region IV-A,Quezon,Quezon,13.93,121.61,"Rice (regular, milled)",Retail,38.13
6/15/2021,Region IV-A,Rizal,Rizal,14.59,121.17,"Rice (regular, milled)",Retail,36.91
6/15/2021,Region IV-B,Marinduque,Marinduque,13.45,121.84,"Rice (regular, milled)",Retail,37.15
6/15/2021,Region IV-B,Occidental Mindoro,Occidental Mindoro,13.23,120.59,"Rice (regular, milled)",Retail,36.44
6/15/2021,Region IV-B,Oriental Mindoro,Oriental Mindoro,13.41,121.18,"Rice (regular, milled)",Retail,36.03
6/15/2021,Region IV-B,Palawan,Palawan,9.78,118.74,"Rice (regular, milled)",Retail,35.1
6/15/2021,Region IV-B,Romblon,Romblon,12.58,122.27,"Rice (regular, milled)",Retail,44.13
6/15/2021,Region IX,Zamboanga Sibugay,Zamboanga Sibugay,7.78,122.58,"Rice (regular, milled)",Retail,35.56
6/15/2021,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,"Rice (regular, milled)",Retail,38.88
6/15/2021,Region IX,Zamboanga del Sur,Zamboanga del Sur,7.82,123.44,"Rice (regular, milled)",Retail,36.88
6/15/2021,Region V,Albay,Albay,13.15,123.75,"Rice (regular, milled)",Retail,35.05
6/15/2021,Region V,Camarines Norte,Camarines Norte,14.12,122.96,"Rice (regular, milled)",Retail,37.25
6/15/2021,Region V,Catanduanes,Catanduanes,13.58,124.23,"Rice (regular, milled)",Retail,37
6/15/2021,Region V,Masbate,Masbate,12.36,123.63,"Rice (regular, milled)",Retail,40.88
6/15/2021,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,38.84
6/15/2021,Region VI,Aklan,Aklan,11.71,122.37,"Rice (regular, milled)",Retail,33.13
6/15/2021,Region VI,Antique,Antique,10.76,121.94,"Rice (regular, milled)",Retail,35.44
6/15/2021,Region VI,Capiz,Capiz,11.58,122.76,"Rice (regular, milled)",Retail,36.6
6/15/2021,Region VI,Iloilo,Iloilo,10.69,122.57,"Rice (regular, milled)",Retail,37.88
6/15/2021,Region VI,Negros Occidental,Negros Occidental,10.67,122.95,"Rice (regular, milled)",Retail,37.62
6/15/2021,Region VII,Bohol,Bohol,9.66,123.87,"Rice (regular, milled)",Retail,39.31
6/15/2021,Region VII,Negros Oriental,Negros Oriental,9.31,123.31,"Rice (regular, milled)",Retail,38.78
6/15/2021,Region VII,Siquijor,Siquijor,9.21,123.51,"Rice (regular, milled)",Retail,40.18
6/15/2021,Region VIII,Biliran,Biliran,11.56,124.39,"Rice (regular, milled)",Retail,41.08
6/15/2021,Region VIII,Leyte,Leyte,11.25,125,"Rice (regular, milled)",Retail,38.92
6/15/2021,Region VIII,Northern Samar,Northern Samar,12.5,124.64,"Rice (regular, milled)",Retail,36.63
6/15/2021,Region VIII,Samar,Samar,11.77,124.88,"Rice (regular, milled)",Retail,38.8
6/15/2021,Region VIII,Southern Leyte,Southern Leyte,10.13,124.83,"Rice (regular, milled)",Retail,42.38
6/15/2021,Region X,Bukidnon,Bukidnon,8.15,125.13,"Rice (regular, milled)",Retail,39.25
6/15/2021,Region X,Camiguin,Camiguin,9.25,124.72,"Rice (regular, milled)",Retail,40.49
6/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.04,123.8,"Rice (regular, milled)",Retail,35.9
6/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.48,123.81,"Rice (regular, milled)",Retail,39.56
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.48,124.65,"Rice (regular, milled)",Retail,40.25
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.48,124.65,Rice (well milled),Retail,44.63
6/15/2021,Region XI,Davao del Sur,Davao del Sur,6.75,125.36,"Rice (regular, milled)",Retail,38.74
6/15/2021,Region XII,North Cotabato,Cotabato,7.01,125.09,"Rice (regular, milled)",Retail,36.21
6/15/2021,Region XII,Sarangani,Sarangani,6.1,125.29,"Rice (regular, milled)",Retail,35.99
6/15/2021,Region XII,South Cotabato,South Cotabato,6.5,124.84,"Rice (regular, milled)",Retail,37.71
6/15/2021,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,"Rice (regular, milled)",Retail,34.38
6/15/2021,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,Rice (special),Retail,44.35
6/15/2021,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,Rice (well milled),Retail,40.5
6/15/2021,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,"Rice (regular, milled)",Retail,35.98
6/15/2021,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,Rice (well milled),Retail,41.55
6/15/2021,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,"Rice (regular, milled)",Retail,38.05
6/15/2021,Region XIII,Dinagat Islands,Dinagat Islands,10.01,125.57,"Rice (regular, milled)",Retail,41.26
6/15/2021,Region XIII,Surigao del Norte,Surigao del Norte,9.79,125.5,"Rice (regular, milled)",Retail,34.84
6/15/2021,Region XIII,Surigao del Sur,Surigao del Sur,9.06,126.2,"Rice (regular, milled)",Retail,37.91
7/15/2021,Autonomous region in Muslim Mindanao,Basilan,Basilan,6.66,122.14,"Rice (regular, milled)",Retail,37
7/15/2021,Autonomous region in Muslim Mindanao,Lanao del Sur,Lanao del Sur,8,124.28,"Rice (regular, milled)",Retail,43.22
7/15/2021,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,"Rice (regular, milled)",Retail,38.73
7/15/2021,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,38.86
7/15/2021,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,Rice (special),Retail,90.29
7/15/2021,Cordillera Administrative region,Abra,Abra,17.6,120.62,"Rice (regular, milled)",Retail,37.75
7/15/2021,Cordillera Administrative region,Apayao,Apayao,18.01,121.19,"Rice (regular, milled)",Retail,35.44
7/15/2021,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,"Rice (regular, milled)",Retail,32.93
7/15/2021,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,Rice (special),Retail,48.7
7/15/2021,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,"Rice (regular, milled)",Retail,39.5
7/15/2021,National Capital region,Metropolitan Manila,Metro Manila,14.6,120.98,"Rice (regular, milled)",Retail,38.15
7/15/2021,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,36.66
7/15/2021,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,37.88
7/15/2021,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,Rice (special),Retail,46.63
7/15/2021,Region I,La Union,La Union (Ilocos Region),16.62,120.31,"Rice (regular, milled)",Retail,35.75
7/15/2021,Region I,Pangasinan,Pangasinan,16.02,120.23,"Rice (regular, milled)",Retail,34.88
7/15/2021,Region I,Pangasinan,Pangasinan,16.02,120.23,Rice (special),Retail,49.19
7/15/2021,Region II,Cagayan,Cagayan,17.63,121.73,"Rice (regular, milled)",Retail,33.44
7/15/2021,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,35.41
7/15/2021,Region II,Isabela,Isabela,17.13,121.87,Rice (well milled),Retail,40.91
7/15/2021,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,35.69
7/15/2021,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,34.96
7/15/2021,Region II,Quirino,Quirino,16.52,121.52,Rice (well milled),Retail,42.19
7/15/2021,Region III,Aurora,Aurora,15.75,121.56,Rice (well milled),Retail,41.93
7/15/2021,Region III,Nueva Ecija,Nueva Ecija,15.55,121.09,"Rice (regular, milled)",Retail,34.81
7/15/2021,Region III,Nueva Ecija,Nueva Ecija,15.55,121.09,Rice (well milled),Retail,40.69
7/15/2021,Region IV-A,Cavite,Cavite,14.42,120.94,"Rice (regular, milled)",Retail,38.94
7/15/2021,Region IV-A,Laguna,Laguna,14.29,121.41,Rice (special),Retail,52.68
7/15/2021,Region IV-A,Quezon,Quezon,13.93,121.61,Rice (well milled),Retail,40.44
7/15/2021,Region IV-B,Oriental Mindoro,Oriental Mindoro,13.41,121.18,"Rice (regular, milled)",Retail,36.67
7/15/2021,Region IV-B,Romblon,Romblon,12.58,122.27,"Rice (regular, milled)",Retail,45.5
7/15/2021,Region IX,Zamboanga Sibugay,Zamboanga Sibugay,7.78,122.58,"Rice (regular, milled)",Retail,35.9
7/15/2021,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,"Rice (regular, milled)",Retail,39.24
7/15/2021,Region IX,Zamboanga del Sur,Zamboanga del Sur,7.82,123.44,"Rice (regular, milled)",Retail,36.44
7/15/2021,Region V,Albay,Albay,13.15,123.75,"Rice (regular, milled)",Retail,35.9
7/15/2021,Region V,Camarines Norte,Camarines Norte,14.12,122.96,"Rice (regular, milled)",Retail,37.46
7/15/2021,Region V,Catanduanes,Catanduanes,13.58,124.23,"Rice (regular, milled)",Retail,37.69
7/15/2021,Region V,Masbate,Masbate,12.36,123.63,"Rice (regular, milled)",Retail,40.5
7/15/2021,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,38.69
7/15/2021,Region VI,Capiz,Capiz,11.58,122.76,"Rice (regular, milled)",Retail,36.63
7/15/2021,Region VI,Guimaras,Guimaras,10.67,122.59,"Rice (regular, milled)",Retail,39.25
7/15/2021,Region VII,Bohol,Bohol,9.66,123.87,"Rice (regular, milled)",Retail,39.34
7/15/2021,Region VII,Negros Oriental,Negros Oriental,9.31,123.31,"Rice (regular, milled)",Retail,39.11
7/15/2021,Region VII,Negros Oriental,Negros Oriental,9.31,123.31,Rice (well milled),Retail,43.93
7/15/2021,Region VIII,Eastern Samar,Eastern Samar,11.61,125.43,"Rice (regular, milled)",Retail,38.16
7/15/2021,Region VIII,Leyte,Leyte,11.25,125,"Rice (regular, milled)",Retail,39
7/15/2021,Region VIII,Northern Samar,Northern Samar,12.5,124.64,"Rice (regular, milled)",Retail,35.53
